"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ab_scoring","b_ball","b_called_strike","b_catcher_interf","b_foul","b_foul_tip","b_game","b_gnd_into_dp","b_gnd_into_tp","b_gnd_rule_double","b_hit_by_pitch","b_hit_ground","b_hit_fly","b_hit_into_play","b_hit_line_drive","b_hit_popup","b_out_fly","b_out_ground","b_out_line_drive","b_out_popup","b_intent_ball","b_intent_walk","b_interference","b_pinch_hit","b_pinch_run","b_pitchout","b_played_dh","b_sac_bunt","b_sac_fly","b_swinging_strike","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_run","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_sacrifices","b_total_strike","b_total_swinging_strike","b_total_pitches","r_stolen_base_pct","r_total_pickoff","b_reached_on_error","b_walkoff","b_reached_on_int","xba","xslg","woba","xwoba","xobp","xiso","wobacon","xwobacon","bacon","xbacon","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_swing_miss","out_zone_swing","out_zone_percent","out_zone","meatball_swing_percent","meatball_percent","pitch_count_offspeed","pitch_count_fastball","pitch_count_breaking","pitch_count","iz_contact_percent","in_zone_swing_miss","in_zone_swing","in_zone_percent","in_zone","edge_percent","edge","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","batted_ball","f_strike_percent","groundballs_percent","groundballs","flyballs_percent","flyballs","linedrives_percent","linedrives","popups_percent","popups","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba","n_outs_above_average","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent","rel_league_reaction_distance","rel_league_burst_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n_bolts","hp_to_1b","sprint_speed"
"Candelario, Jeimer","600869","2024","30","46","52","7","2","4","0","1","17","4",32.7,7.7,".152",".304",".231","0.535","0.152",".207","4","19","14","0","0","12","67","35","0","37","2","12","0","0","0","1","2","3","30","2","0","5","14","2","2","0","0","0","0","0","0","1","0","1","29","0","0","0","0","0","0","0","0","4","0","0","0","70","1","137","29","207",,"0","0","0","0",".153",".232",".242",".215",".232",".079",".300",".253",".233",".235","87.2","9.6",23.3,"0",0,6.7,13.3,26.7,53.3,0,33.3,"96.340045333","92.411181333",64.6,29,36,42.5,57.5,"17","40",53.6,"111",55.6,8.7,"33","97","69","207",71,"18","62",46.4,"96",45.9,"95",34.3,49.3,36.7,30,33.3,"30",61.5,53.3,"16",26.7,"8",13.3,"4",6.7,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.0"
"McCormick, Chas","676801","2024","29","41","48","9","7","2","0","0","10","7",20.8,14.6,".220",".268",".333","0.601","0.048",".290","3","20","11","0","1","10","75","36","0","34","1","12","1","0","0","0","4","1","31","4","0","9","8","2","3","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","3","1","0","0","76","0","122","20","198",,"0","0","0","0",".199",".261",".288",".272",".316",".062",".286",".261",".290",".263","85.2","22.6",29,"0",0,0,29,41.9,19.4,9.7,29,"96.527547333","92.26592",62.4,17.2,26.7,39.3,60.7,"11","28",53,"105",61.5,6.6,"15","103","71","198",82.8,"10","58",47,"93",36.4,"72",24.4,43.4,29,51.6,19.4,"31",60.4,38.7,"12",32.3,"10",19.4,"6",9.7,"3",,,,,,,,,,,"1","0","2","0.0","2","3","66.7","2","2","100.0","2","2","100.0","4","5","80.0","1.4","1.8","-1.1","2.1","36.3",,,"27.4"
"Westburg, Jordan","676059","2024","25","37","43","8","3","3","0","2","7","3",16.3,7,".216",".459",".310","0.769","0.243",".214","8","15","17","0","1","11","57","20","0","14","3","11","0","0","1","2","4","2","31","2","0","8","9","3","3","0","0","0","2","0","0","1","1","0","24","0","0","0","0","0","0","0","0","7","1","0","0","63","1","93","24","156",,"0","0","1","0",".268",".531",".341",".381",".355",".263",".357",".413",".267",".330","93.6","18.2",29,"4",12.9,12.9,19.4,29,22.6,3.2,61.3,"103.52318","96.937918333",72.1,28.6,27.3,54.2,41.7,"13","24",56.4,"88",66.7,5.8,"19","91","37","156",71.4,"14","49",43.6,"68",41.7,"65",37,46.8,41.9,41.9,16.1,"31",48.8,41.9,"13",32.3,"10",16.1,"5",9.7,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"28.1"
"Swanson, Dansby","621020","2024","30","41","49","11","7","1","1","2","11","6",22.4,12.2,".268",".488",".367","0.855","0.220",".310","7","18","20","1","1","7","74","34","0","30","1","12","1","0","0","1","4","2","31","5","0","4","13","2","1","0","0","0","1","0","0","0","0","1","21","1","0","0","0","0","0","0","0","6","1","0","0","85","1","117","21","202",,"0","0","0","0",".289",".578",".375",".430",".397",".289",".432",".519",".355",".402","92.7","7.4",38.7,"5",16.1,16.1,25.8,6.5,35.5,0,54.8,"101.79229875","95.770895806",67.3,22.1,14.9,46.7,53.3,"7","15",50,"101",81.3,7.9,"28","93","70","202",77.9,"15","68",50,"101",42.6,"86",26.5,41.1,48.4,32.3,19.4,"31",44.9,54.8,"17",19.4,"6",22.6,"7",3.2,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.4"
"Burleson, Alec","676475","2024","25","39","41","10","8","2","0","0","8","2",19.5,4.9,".256",".308",".293","0.601","0.052",".323","2","15","12","0","0","8","35","13","0","31","2","12","0","0","0","0","3","0","31","7","0","4","12","3","2","0","0","0","1","0","0","8","0","0","12","0","0","0","0","0","0","0","0","2","0","0","0","37","0","92","12","129",,"0","1","0","0",".295",".398",".273",".319",".329",".103",".316",".376",".323",".371","89.9","9.8",32.3,"1",3.2,3.2,38.7,19.4,32.3,3.2,45.2,"100.49426875","94.769761613",82.1,14.5,38.7,37.5,62.5,"9","24",48.1,"62",90.9,8.5,"26","66","31","129",85.5,"8","55",51.9,"67",40.3,"52",21.5,61.2,41.9,35.5,22.6,"31",75.6,48.4,"15",12.9,"4",32.3,"10",6.5,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.4"
"Lipscomb III, Trey","702358","2024","24","39","43","9","8","0","0","1","9","1",20.9,2.3,".231",".308",".262","0.570","0.077",".267","4","21","12","0","4","11","46","26","1","34","1","11","2","0","0","1","6","1","31","2","0","3","15","3","1","0","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","5","3","0","1","49","1","111","15","160",,"0","0","0","1",".239",".312",".256",".260",".272",".073",".300",".305",".290",".304","83.7","-6.4",22.6,"1",3.2,0,29,12.9,45.2,9.7,29,"97.1703775","92.733098065",68.7,10.5,36.4,50,50,"14","28",48.1,"77",84.6,8.1,"24","91","36","160",89.5,"6","57",51.9,"83",38.1,"61",23.5,53.1,25.8,45.2,29,"31",60.5,67.7,"21",12.9,"4",16.1,"5",3.2,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.63","27.4"
"Carter, Evan","694497","2024","21","37","47","7","2","4","0","1","6","9",12.8,19.1,".189",".378",".362","0.740","0.189",".200","3","20","14","0","1","5","84","35","0","28","0","11","0","0","0","1","0","1","31","6","0","5","13","4","2","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","9","1","0","0","93","0","107","12","200",,"0","0","0","0",".285",".384",".343",".378",".437",".099",".291",".344",".226",".340","85.4","10.9",38.7,"1",3.2,9.7,25.8,22.6,32.3,6.5,35.5,"96.29991","92.283824516",56.3,11.1,17.1,38.9,61.1,"7","18",52.2,"105",80,5,"48","99","46","200",88.9,"6","54",47.8,"96",43.8,"88",18.1,36,29,45.2,25.8,"31",53.2,41.9,"13",19.4,"6",32.3,"10",6.5,"2",,,,,,,,,,,"0","0","0",,"0","0",,"1","3","33.3","1","1","100.0","1","1","100.0",,,,,,"7","4.07","29.7"
"Haniger, Mitch","571745","2024","33","42","48","11","7","2","0","2","10","6",20.8,12.5,".262",".452",".354","0.806","0.190",".300","8","17","19","0","0","8","74","32","0","33","0","12","1","0","1","0","3","5","32","3","0","7","8","4","2","0","0","0","0","0","0","2","0","0","17","0","0","0","0","0","0","0","0","5","0","0","0","82","0","114","17","196",,"0","0","0","0",".261",".443",".360",".352",".353",".183",".407",".395",".344",".342","84","14.6",40.6,"3",9.4,6.3,31.3,25,12.5,15.6,43.8,"99.318029375","93.86176625",65.2,15.5,22.4,33.3,66.7,"8","24",54.6,"107",63.2,9.7,"22","93","46","196",84.5,"9","58",45.4,"89",37.2,"73",20.7,41.8,40.6,46.9,12.5,"32",56.3,34.4,"11",37.5,"12",21.9,"7",6.3,"2",,,,,,,,,,,"0","0","4","0.0","0","0",,"1","1","100.0","1","1","100.0","3","3","100.0","0.4","-0.8","0.3","-0.1","32.8",,,"25.5"
"Vaughn, Andrew","683734","2024","26","42","47","9","7","2","0","0","10","4",21.3,8.5,".214",".262",".298","0.560","0.048",".281","3","17","11","0","0","10","62","35","0","29","3","12","3","0","0","1","2","1","32","6","0","5","12","3","3","0","0","0","0","0","0","2","0","0","18","0","0","0","0","0","0","0","0","1","0","0","0","67","0","118","18","185",,"0","0","0","0",".240",".294",".265",".283",".321",".054",".277",".304",".281",".315","89.7","12.3",31.3,"0",0,6.3,28.1,34.4,31.3,0,37.5,"100.76245","94.381225",60.8,12.5,33,45.7,54.3,"16","35",57.3,"106",57.1,7.6,"24","89","66","185",87.5,"6","48",42.7,"79",43.2,"80",26.5,44.9,25,59.4,15.6,"32",59.6,43.8,"14",18.8,"6",28.1,"9",9.4,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.3"
"Cruz, Oneil","665833","2024","25","51","54","15","12","1","0","2","19","3",35.2,5.6,".294",".431",".333","0.764","0.137",".433","4","30","22","0","1","17","64","47","0","36","1","13","1","0","0","0","7","3","32","5","0","3","11","3","0","0","1","0","0","1","0","0","0","0","26","0","0","0","0","0","0","0","0","7","1","0","0","72","0","145","26","217",,"0","0","1","0",".247",".391",".334",".289",".289",".144",".508",".435",".469",".393","92.6","6.3",31.3,"2",6.3,6.3,31.3,12.5,43.8,0,50,"102.6441","95.6334275",57.3,18.6,34.2,48.7,51.3,"19","39",52.5,"114",68.8,7.4,"49","93","67","217",81.4,"11","59",47.5,"103",40.1,"87",30.6,45.2,28.1,31.3,40.6,"32",57.4,56.3,"18",18.8,"6",25,"8",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.8"
"Melendez Jr., MJ","669004","2024","25","40","47","13","5","5","0","3","8","7",17,14.9,".325",".675",".426","1.101","0.350",".345","8","15","27","0","1","9","72","33","0","26","1","12","1","0","0","0","3","4","32","6","0","8","8","1","2","0","1","0","0","0","0","1","0","0","20","0","0","0","0","0","0","0","0","7","1","0","0","80","0","114","20","194",,"0","0","0","0",".318",".653",".465",".447",".420",".335",".536",".510",".406",".398","93.7","15.9",31.3,"6",18.8,9.4,21.9,25,25,0,53.1,"103.48201","96.706860938",62.4,26.4,25.7,32.1,67.9,"9","28",56.2,"109",88.2,8.8,"39","113","36","194",73.6,"14","53",43.8,"85",44.3,"86",28.4,41.8,34.4,37.5,28.1,"32",54.3,34.4,"11",37.5,"12",21.9,"7",6.3,"2",,,,,,,,,,,"-1","0","0",,"0","2","0.0","1","2","50.0","1","1","100.0","1","1","100.0","-2.1","-1.1","0.8","-2.4","31.6",,,"27.4"
"Turner, Justin","457759","2024","39","38","47","13","6","6","0","1","7","7",14.9,14.9,".342",".579",".447","1.026","0.237",".387","5","11","22","0","0","6","79","35","0","42","2","12","1","0","0","1","1","2","32","10","0","9","5","3","1","0","0","0","1","0","0","8","0","1","17","0","0","0","0","0","0","0","0","7","0","0","0","82","1","128","17","210",,"0","1","0","0",".342",".526",".444",".437",".463",".184",".474",".465",".406",".430","93.8","22.3",53.1,"2",6.3,9.4,43.8,34.4,6.3,0,50,"101.104078125","95.199925313",65.7,13.4,24.1,38.5,61.5,"10","26",51.4,"108",61.5,6.2,"12","146","39","210",86.6,"9","67",48.6,"102",40.5,"85",20.4,44.3,50,31.3,18.8,"32",51.1,18.8,"6",34.4,"11",43.8,"14",3.1,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.0"
"McNeil, Jeff","643446","2024","32","35","42","7","5","1","0","1","3","6",7.1,14.3,".200",".314",".333","0.647","0.114",".194","4","22","11","0","0","11","56","24","0","27","3","11","0","0","0","1","4","1","32","2","0","9","8","4","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","0","0","0","62","0","92","4","154",,"0","0","0","0",".211",".299",".306",".303",".343",".088",".246",".242",".219",".231","86.5","17.3",31.3,"1",3.1,6.3,21.9,37.5,28.1,3.1,31.3,"95.685228125","92.004413871",66.7,7.7,21.1,25,75,"4","16",49.4,"76",75,7.8,"21","88","34","154",90.4,"4","52",50.6,"78",43.5,"67",11.8,44.2,40.6,37.5,21.9,"32",40.5,37.5,"12",31.3,"10",18.8,"6",12.5,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.0"
"Keith, Colt","690993","2024","22","36","40","8","7","1","0","0","4","4",10,10,".222",".250",".300","0.550","0.028",".250","3","14","9","0","1","10","50","25","0","22","2","11","0","0","0","0","3","1","32","4","0","4","13","7","0","0","1","0","0","0","0","1","0","0","8","0","0","0","0","0","0","0","0","3","1","0","0","54","0","90","8","144",,"0","1","0","0",".270",".389",".249",".314",".343",".119",".237",".317",".250",".304","89.9","5.2",37.5,"2",6.3,0,25,18.8,46.9,3.1,34.4,"98.228265","93.543760938",66.2,11.1,26.3,30,70,"6","20",52.8,"76",77.8,6.3,"33","62","40","144",88.9,"5","45",47.2,"68",48.6,"70",16.9,45.1,46.9,31.3,21.9,"32",51.3,50,"16",15.6,"5",34.4,"11",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.2","27.0"
"Moreno, Gabriel","672515","2024","24","36","42","9","5","3","1","0","4","6",9.5,14.3,".250",".389",".357","0.746","0.139",".281","6","25","14","0","0","15","63","46","0","35","0","11","1","0","0","0","5","2","32","2","0","8","14","0","1","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","69","0","120","6","189",,"0","0","0","0",".217",".294",".330",".280",".329",".076",".312",".248",".281",".245","86.1","7",28.1,"1",3.1,3.1,15.6,28.1,46.9,3.1,25,"95.699004375","91.901979063",56.6,5.4,20,22.2,77.8,"4","18",47.6,"90",70.6,9,"22","106","52","189",94.6,"3","56",52.4,"99",49.2,"93",9.5,39.2,40.6,37.5,21.9,"32",48.8,59.4,"19",31.3,"10",6.3,"2",3.1,"1","2","1.8",,"1.8","0",,,,"0.62","83.3",,,,,,,,,,,,,,,,,,,,,,,"4.44","27.7"
"Devers, Rafael","646240","2024","27","38","46","7","3","2","0","2","6","7",13,15.2,".184",".395",".326","0.721","0.211",".167","3","14","15","0","0","5","59","19","0","32","3","10","2","0","0","1","4","2","32","1","0","8","10","2","5","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","5","0","0","0","63","0","104","16","167",,"0","0","0","0",".254",".523",".329",".392",".384",".269",".295",".385",".219",".302","89.2","16.5",25,"4",12.5,3.1,12.5,31.3,37.5,3.1,37.5,"100.5407875","94.310075",73.2,20,29.4,36,64,"9","25",50.9,"85",75,4.8,"19","88","49","167",80,"12","60",49.1,"82",38.9,"65",24.7,50.9,21.9,56.3,21.9,"32",65.2,43.8,"14",31.3,"10",9.4,"3",15.6,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.4"
"Merrill, Jackson","701538","2024","21","42","49","12","9","2","0","1","10","7",20.4,14.3,".286",".405",".388","0.793","0.119",".355","3","19","17","1","2","10","64","28","0","52","1","15","0","0","0","0","6","2","32","4","0","6","7","6","1","0","1","0","0","0","0","0","0","0","16","1","0","0","0","0","1","0","0","11","2","0","0","70","0","130","16","200",,"1","0","0","0",".289",".500",".354",".381",".390",".212",".399",".438",".375",".379","90.6","10.9",40.6,"4",12.5,6.3,28.1,21.9,31.3,0,43.8,"100.21566875","94.510682188",67.8,11.5,37.3,26.8,73.2,"11","41",55,"110",69.2,6.5,"39","105","51","200",88.5,"7","61",45,"90",38,"76",17.6,51,37.5,37.5,25,"32",68.8,40.6,"13",25,"8",31.3,"10",3.1,"1",,,,,,,,,,,"1","0","2","0.0","0","0",,"2","3","66.7","2","2","100.0","3","3","100.0","1.2","1.2","-0.5","2","34.7",,,"27.8"
"Arozarena, Randy","668227","2024","29","46","50","10","7","1","0","2","14","4",28,8,".217",".370",".280","0.650","0.153",".267","4","19","17","0","2","8","78","48","0","22","1","12","1","0","0","0","4","2","32","4","0","8","9","2","3","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","7","1","1","0","82","0","131","28","213",,"0","0","0","0",".228",".429",".292",".313",".290",".202",".367",".400",".313",".327","92","14.5",25,"3",9.4,15.6,21.9,25,28.1,0,43.8,"102.8125975","95.661919375",55.5,31.1,21.4,45.5,54.5,"10","22",48.4,"103",58.8,8,"22","110","66","213",68.9,"19","61",51.6,"110",44.6,"95",34.9,39,28.1,43.8,28.1,"32",64,40.6,"13",31.3,"10",18.8,"6",9.4,"3",,,,,,,,,,,"0","0","3","0.0","0","1","0.0","1","2","50.0","6","6","100.0","3","3","100.0","0.6","-2.7","0.1","-1.9","32.3","1",,"26.7"
"Rendon, Anthony","543685","2024","34","40","44","6","4","2","0","0","7","4",15.9,9.1,".150",".200",".227","0.427","0.050",".182","0","17","8","1","1","8","62","40","0","39","2","10","0","0","1","0","3","1","33","2","0","14","6","2","5","0","0","0","0","0","1","1","0","0","7","1","0","0","0","0","0","0","0","4","1","0","0","69","0","121","7","190",,"0","1","0","0",".188",".361",".205",".274",".263",".173",".187",".280",".182",".229","88.6","22.9",36.4,"2",6.1,21.2,12.1,39.4,15.2,3,39.4,"97.53225375","93.085489063",66.4,8.5,12,30,70,"3","10",43.7,"83",81.8,11.6,"14","104","45","190",91.5,"6","71",56.3,"107",40,"76",11.1,42.6,24.2,33.3,42.4,"33",70.5,27.3,"9",45.5,"15",12.1,"4",15.2,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.1"
"Nimmo, Brandon","607043","2024","31","43","53","10","5","2","1","2","10","8",18.9,15.1,".233",".465",".377","0.842","0.232",".258","10","12","20","0","1","10","89","50","0","38","1","11","0","0","0","2","1","2","33","7","0","9","9","5","0","0","0","0","1","0","0","2","0","0","18","0","0","0","0","0","0","0","0","5","1","0","0","96","0","141","18","237",,"0","0","0","0",".315",".622",".377",".454",".444",".308",".390",".514",".303",".410","95.1","14.8",39.4,"4",12.1,12.1,27.3,21.2,27.3,0,54.5,"103.826297647","97.061307576",55,13.1,23.8,40,60,"12","30",53.2,"126",52,10.5,"28","140","59","237",86.9,"8","61",46.8,"111",37.6,"89",22,38.4,36.4,42.4,21.2,"33",52.8,30.3,"10",33.3,"11",36.4,"12",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.4"
"Hernández, Teoscar","606192","2024","31","57","62","17","10","3","0","4","24","5",38.7,8.1,".298",".561",".355","0.916","0.263",".448","15","30","32","1","1","20","79","36","0","47","6","15","0","0","0","0","4","4","33","9","0","2","10","2","2","0","0","0","1","0","0","0","0","0","34","1","0","0","0","0","0","0","0","11","1","0","0","93","0","158","34","251",,"0","1","0","0",".245",".400",".399",".309",".306",".155",".642",".473",".515",".423","92.6","12.8",42.4,"3",9.1,12.1,36.4,15.2,27.3,0,54.5,"102.336282353","96.117579394",72.9,23.3,26.9,61.1,38.9,"22","36",53.2,"134",92.3,5.2,"35","127","73","251",76.7,"20","86",46.8,"118",37.3,"94",34.4,48.6,36.4,42.4,21.2,"33",66.1,42.4,"14",18.2,"6",33.3,"11",6.1,"2",,,,,,,,,,,"-1","0","2","0.0","0","0",,"0","1","0.0","1","1","100.0","2","3","66.7",,,,,,,,"28.0"
"Castellanos, Nick","592206","2024","32","46","52","7","7","0","0","0","13","6",25,11.5,".152",".152",".250","0.402","0.000",".212","3","17","7","1","0","9","56","24","0","38","4","13","1","0","0","0","3","0","33","3","1","12","7","4","3","0","0","0","0","0","0","0","0","0","33","1","0","0","1","0","0","0","0","2","0","0","0","63","0","133","33","196",,"0","2","0","0",".153",".212",".203",".220",".250",".059",".191",".218",".212",".213","87.9","21",30.3,"0",0,6.1,18.2,45.5,21.2,9.1,45.5,"99.255620588","94.081423939",75.6,19.1,38.7,61,39,"25","41",54.1,"106",90,5.1,"22","94","74","196",80.9,"13","68",45.9,"90",43.9,"86",34.9,55.6,27.3,39.4,33.3,"33",63.5,30.3,"10",36.4,"12",21.2,"7",12.1,"4",,,,,,,,,,,"-2","0","1","0.0","0","0",,"0","1","0.0","0","0",,"2","4","50.0",,,,,,,,"26.7"
"Judge, Aaron","592450","2024","32","45","60","8","3","3","0","2","13","14",21.7,23.3,".178",".378",".367","0.745","0.200",".194","6","30","17","0","0","11","109","39","0","34","0","13","4","0","0","0","1","2","33","5","0","7","10","3","5","0","0","0","0","0","0","2","0","1","27","0","0","0","0","0","0","0","0","5","0","0","0","116","1","134","27","250",,"0","0","0","0",".229",".431",".344",".380",".408",".202",".325",".390",".242",".318","92.8","19.7",30.3,"4",12.1,12.1,15.2,36.4,24.2,0,45.5,"104.682024706","96.786620303",63.6,21.4,17.9,52,48,"13","25",56,"140",73.3,6,"29","125","78","250",78.6,"15","70",44,"110",39.6,"99",29.5,38,33.3,39.4,27.3,"33",48.3,33.3,"11",27.3,"9",24.2,"8",15.2,"5",,,,,,,,,,,"0","0","1","0.0","0","0",,"0","0",,"1","1","100.0","1","1","100.0",,,,,,,,"26.2"
"Paredes, Isaac","670623","2024","25","45","51","12","7","1","0","4","13","3",25.5,5.9,".267",".556",".333","0.889","0.289",".276","10","13","25","0","0","11","76","41","0","56","1","12","1","0","0","2","3","6","33","3","0","8","5","4","4","0","0","0","0","0","0","0","0","1","20","0","0","0","0","0","0","0","0","7","0","0","0","82","1","153","20","235",,"0","0","0","0",".173",".289",".383",".248",".255",".116",".482",".274",".364",".243","89.8","25.4",36.4,"1",3,12.1,18.2,45.5,21.2,0,33.3,"97.220014706","92.815209091",69.2,9.7,30.5,40,60,"16","40",55.7,"131",60,4.3,"28","116","81","235",90.3,"7","72",44.3,"104",43.4,"102",20.5,47.7,42.4,42.4,15.2,"33",68.6,24.2,"8",42.4,"14",21.2,"7",12.1,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.3"
"Riley, Austin","663586","2024","27","47","51","13","7","4","0","2","14","4",27.5,7.8,".277",".489",".333","0.822","0.212",".355","10","26","23","0","0","19","65","21","0","36","4","11","1","0","0","0","6","3","33","4","0","5","12","2","1","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","10","0","0","0","65","0","123","29","188",,"0","1","0","0",".233",".414",".361",".308",".293",".181",".473",".390",".394",".332","89.8","11.1",24.2,"3",9.1,3,12.1,24.2,48.5,3,48.5,"101.869121765","95.144699091",74.1,28.7,27.2,45.5,54.5,"10","22",42.9,"81",85.7,7.4,"8","131","41","188",71.3,"23","80",57.1,"108",45,"85",32.4,54.3,48.5,30.3,21.2,"33",58.8,54.5,"18",24.2,"8",18.2,"6",3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.61","27.4"
"Gelof, Zack","680869","2024","24","50","57","11","6","2","1","2","18","5",31.6,8.8,".220",".420",".304","0.724","0.200",".300","5","24","21","0","2","10","70","41","0","29","2","13","2","0","1","1","4","2","33","5","0","4","15","2","1","0","0","0","0","0","0","0","1","0","37","0","0","0","0","0","0","0","0","9","2","0","0","75","1","142","37","217",,"0","0","0","0",".224",".401",".322",".312",".307",".177",".430",".412",".344",".350","89.5","7.5",36.4,"3",9.1,6.1,18.2,15.2,48.5,3,30.3,"97.8368825","93.101297188",66.7,31.6,24.3,60,40,"15","25",47.5,"103",76.9,6,"45","98","66","217",68.4,"24","76",52.5,"114",44.7,"97",38.6,46.5,30.3,42.4,27.3,"33",68.4,57.6,"19",18.2,"6",21.2,"7",3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.0"
"Harper, Bryce","547180","2024","31","46","52","9","4","2","0","3","13","6",25,11.5,".196",".435",".288","0.723","0.239",".200","7","24","20","1","1","10","62","18","0","43","2","12","5","0","0","0","2","3","33","4","0","5","11","7","1","0","2","0","0","0","0","0","0","0","31","0","0","1","0","0","0","0","0","6","1","0","0","65","0","127","31","192",,"0","0","0","0",".243",".451",".305",".327",".331",".208",".376",".410",".273",".339","90.4","7.7",39.4,"2",6.1,15.2,24.2,21.2,33.3,0,48.5,"101.610722353","95.222456667",80,16.7,36.3,56.8,43.2,"21","37",53.1,"102",81.8,5.7,"19","108","60","192",83.3,"12","72",46.9,"90",42.7,"82",30.3,56.8,36.4,42.4,21.2,"33",60.8,39.4,"13",24.2,"8",33.3,"11",3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.0"
"Taveras, Leody","665750","2024","25","38","43","9","6","2","1","0","6","4",14,9.3,".237",".342",".310","0.652","0.105",".281","1","25","13","1","1","12","44","17","0","20","0","11","1","0","0","0","6","0","33","3","0","9","9","2","4","0","0","0","0","0","0","0","1","0","12","1","0","0","0","0","1","0","0","3","1","0","0","47","1","87","12","134",,"1","0","0","0",".227",".283",".296",".268",".301",".057",".300",".263",".281",".269","86.6","16.8",30.3,"0",0,3,27.3,39.4,27.3,3,24.2,"96.01253375","92.038055938",70.8,15.2,34.8,29.2,62.5,"7","24",51.5,"69",72.7,8.2,"37","65","26","134",82.6,"7","46",48.5,"65",46.3,"62",20,52.2,21.2,33.3,45.5,"33",60.5,45.5,"15",27.3,"9",15.2,"5",12.1,"4",,,,,,,,,,,"0","0","2","0.0","1","1","100.0","1","2","50.0","1","1","100.0","5","5","100.0","1.9","2.4","-1","3.3","38.1","2",,"29.1"
"Contreras, William","661388","2024","26","44","51","16","10","4","0","2","12","5",23.5,9.8,".364",".591",".431","1.022","0.227",".452","11","14","26","0","0","13","62","29","0","28","3","11","1","0","0","1","8","3","33","5","0","3","10","2","2","0","0","0","0","0","0","1","0","1","25","0","0","0","0","0","0","0","0","10","0","0","0","72","1","118","25","190",,"0","1","1","0",".307",".535",".443",".393",".384",".228",".555",".481",".485",".413","98.5","4.3",30.3,"4",12.1,12.1,24.2,12.1,33.3,3,69.7,"107.0561925","100.41019625",73.6,20.9,22.2,63.6,36.4,"14","22",52.1,"99",92.3,6.8,"27","101","50","190",79.1,"14","67",47.9,"91",36.8,"70",31.5,46.8,27.3,39.4,33.3,"33",72.5,54.5,"18",18.2,"6",21.2,"7",6.1,"2","2","1.99","1.99",,"1","1.48","1.48",,"0.65","80.1",,,,,,,,,,,,,,,,,,,,,,,,"26.6"
