"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ab_scoring","b_ball","b_called_strike","b_catcher_interf","b_foul","b_foul_tip","b_game","b_gnd_into_dp","b_gnd_into_tp","b_gnd_rule_double","b_hit_by_pitch","b_hit_ground","b_hit_fly","b_hit_into_play","b_hit_line_drive","b_hit_popup","b_out_fly","b_out_ground","b_out_line_drive","b_out_popup","b_intent_ball","b_intent_walk","b_interference","b_pinch_hit","b_pinch_run","b_pitchout","b_played_dh","b_sac_bunt","b_sac_fly","b_swinging_strike","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_run","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_sacrifices","b_total_strike","b_total_swinging_strike","b_total_pitches","r_stolen_base_pct","r_total_pickoff","b_reached_on_error","b_walkoff","b_reached_on_int","xba","xslg","woba","xwoba","xobp","xiso","wobacon","xwobacon","bacon","xbacon","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_swing_miss","out_zone_swing","out_zone_percent","out_zone","meatball_swing_percent","meatball_percent","pitch_count_offspeed","pitch_count_fastball","pitch_count_breaking","pitch_count","iz_contact_percent","in_zone_swing_miss","in_zone_swing","in_zone_percent","in_zone","edge_percent","edge","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","batted_ball","f_strike_percent","groundballs_percent","groundballs","flyballs_percent","flyballs","linedrives_percent","linedrives","popups_percent","popups","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba","n_outs_above_average","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent","rel_league_reaction_distance","rel_league_burst_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n_bolts","hp_to_1b","sprint_speed"
"Schanuel, Nolan","694384","2024","22","31","41","2","1","0","0","1","11","8",26.8,19.5,".065",".161",".268","0.429","0.096",".050","4","9","5","0","0","5","66","49","0","26","0","10","1","0","0","1","0","2","21","0","0","3","14","2","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","3","0","0","0","68","1","109","13","177",,"0","2","0","0",".179",".258",".229",".298",".355",".079",".142",".277",".095",".265","85.6","-5.5",23.8,"1",4.8,0,19,19,47.6,9.5,38.1,"96.130086364","92.260895714",47.3,14,19.8,41.2,58.8,"7","17",48.6,"86",42.9,7.9,"27","99","43","177",86,"6","43",51.4,"91",42.4,"75",21.7,33.9,61.9,28.6,9.5,"21",61,66.7,"14",23.8,"5",9.5,"2",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.5"
"Siri, Jose","642350","2024","28","41","50","11","6","4","0","1","19","7",38,14,".268",".439",".400","0.839","0.171",".476","4","19","18","1","6","10","75","39","0","36","2","13","1","0","0","2","2","1","22","8","0","4","6","1","0","0","0","0","0","0","0","0","0","0","38","0","1","0","0","0","0","0","0","6","4","2","0","83","0","141","38","224",,"0","1","0","0",".244",".387",".381",".350",".380",".143",".574",".504",".500",".455","91.2","13",45.5,"3",13.6,0,40.9,18.2,22.7,4.5,50,"101.430903636","95.065885909",65.4,34.3,27.4,59.4,40.6,"19","32",52.2,"117",82.4,7.6,"28","139","51","224",64.3,"24","70",47.8,"107",37.1,"83",42.2,45.5,31.8,50,18.2,"22",62,36.4,"8",22.7,"5",40.9,"9",0,"0",,,,,,,,,,,"0","0","0",,"0","2","0.0","2","3","66.7","0","0",,"1","1","100.0","2.1","2.4","-0.3","4.1","39.5",,,"28.7"
"Gallo, Joey","608336","2024","30","39","47","7","1","3","0","3","16","7",34,14.9,".179",".487",".319","0.806","0.308",".200","4","22","19","0","1","10","84","31","0","27","5","11","0","0","0","1","0","4","23","3","0","5","2","1","8","0","0","0","0","0","0","1","0","0","30","0","0","0","0","0","0","0","0","6","1","0","0","91","0","117","30","208",,"0","0","0","0",".191",".466",".355",".347",".329",".275",".478",".461",".304",".323","91.7","43",30.4,"5",21.7,8.7,17.4,47.8,4.3,0,47.8,"101.959719167","95.60105087",67.3,36.4,18.2,60,40,"12","20",52.9,"110",90.9,5.3,"29","130","46","208",63.6,"24","66",47.1,"98",46.2,"96",41.9,41.3,47.8,17.4,34.8,"23",59.6,8.7,"2",39.1,"9",17.4,"4",34.8,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.9"
"Biggio, Cavan","624415","2024","29","34","40","10","7","2","0","1","11","4",27.5,10,".294",".441",".400","0.841","0.147",".409","4","14","15","0","1","9","59","44","0","20","4","12","0","0","0","2","2","3","23","4","1","2","5","1","5","0","0","0","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","3","1","0","0","64","0","98","7","162",,"0","0","0","0",".253",".347",".382",".327",".365",".094",".476",".382",".435",".374","81.9","25.3",43.5,"1",4.3,13,34.8,26.1,17.4,4.3,26.1,"95.599050833","91.964722174",49.4,7,14.7,72.7,27.3,"8","11",46.3,"75",66.7,3.7,"27","85","35","162",93,"3","43",53.7,"87",50,"81",20.4,33.3,34.8,43.5,21.7,"23",67.5,30.4,"7",21.7,"5",21.7,"5",26.1,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.5"
"Marsh, Brandon","669016","2024","26","39","42","13","9","0","0","4","16","2",38.1,4.8,".333",".641",".357","0.998","0.308",".450","9","16","25","0","1","8","62","37","0","32","3","12","0","0","0","0","4","5","24","4","0","3","6","1","1","0","0","0","0","0","0","0","0","1","18","0","0","0","0","0","0","0","0","6","1","0","0","63","1","115","18","178",,"0","0","0","0",".252",".478",".425",".348",".297",".227",".685",".550",".542",".436","93.6","11.1",33.3,"3",12.5,16.7,33.3,8.3,29.2,0,62.5,"102.653146667","96.910634583",62.2,12.5,25,68.2,31.8,"15","22",49.4,"88",69.2,7.3,"8","105","60","178",87.5,"7","56",50.6,"90",44.9,"80",28.2,43.8,29.2,25,45.8,"24",61.9,41.7,"10",33.3,"8",20.8,"5",4.2,"1",,,,,,,,,,,"0","0","1","0.0","0","1","0.0","2","3","66.7","1","1","100.0","1","1","100.0","-1.1","0.4","0.3","-0.3","33.2",,,"26.8"
"Noda, Ryan","676116","2024","28","37","43","7","6","1","0","0","14","5",32.6,11.6,".189",".216",".286","0.502","0.027",".304","1","11","8","0","0","6","75","34","0","32","1","11","0","0","0","0","4","0","24","3","0","3","11","1","2","0","0","0","1","0","0","1","1","0","30","0","0","0","0","0","0","0","0","3","0","0","0","79","1","121","30","200",,"0","0","0","0",".156",".196",".244",".219",".259",".040",".291",".247",".304",".255","84.2","8.5",16.7,"0",0,4.2,16.7,25,41.7,8.3,25,"96.516567273","92.411744545",64.8,27.9,20,63.2,36.8,"12","19",47.5,"95",82.4,8.5,"31","112","56","200",72.1,"19","68",52.5,"105",46.5,"93",35.6,43.5,54.2,29.2,16.7,"24",58.1,62.5,"15",12.5,"3",16.7,"4",8.3,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.2"
"Tellez, Rowdy","642133","2024","29","34","40","9","8","0","0","1","10","5",25,12.5,".265",".353",".375","0.728","0.088",".348","6","15","12","0","0","10","64","40","0","24","2","13","0","0","0","1","2","1","24","6","0","4","8","1","2","0","0","0","1","0","0","0","0","0","14","0","0","0","0","0","0","0","0","4","0","0","0","68","0","105","14","173",,"0","0","0","0",".284",".474",".339",".382",".392",".190",".388",".459",".375",".403","91.1","12.4",33.3,"2",8.3,8.3,33.3,20.8,25,4.2,50,"103.1571425","96.280287917",54.5,14.6,20,58.8,41.2,"10","17",49.1,"85",75,4.6,"35","99","39","173",85.4,"7","48",50.9,"88",45.7,"79",26.2,37.6,41.7,54.2,4.2,"24",50,41.7,"10",20.8,"5",29.2,"7",8.3,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.8"
"Hoskins, Rhys","656555","2024","31","33","40","7","4","1","0","2","9","5",22.5,12.5,".212",".424",".325","0.749","0.212",".217","6","23","14","0","0","9","74","33","0","28","3","10","3","0","0","1","1","3","25","3","0","7","6","2","3","0","0","0","1","0","0","4","0","1","16","0","0","0","0","0","0","0","0","6","0","0","0","80","1","105","16","185",,"0","0","0","0",".204",".439",".333",".331",".320",".236",".362",".358",".280",".271","84.7","18.4",28,"3",12,0,12,48,20,8,24,"96.50643","92.4906204",59.8,23.1,20.4,35,65,"7","20",53,"98",90.9,5.9,"17","116","41","185",76.9,"12","52",47,"87",39.5,"73",26.4,38.9,48,24,28,"25",57.5,28,"7",40,"10",20,"5",12,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.4"
"Davis, Henry","680779","2024","24","36","45","6","4","2","0","0","13","6",28.9,13.3,".167",".222",".289","0.511","0.055",".240","2","22","8","0","0","10","72","27","0","30","5","11","0","0","0","1","4","0","25","2","0","6","5","3","4","0","0","0","0","1","0","0","0","2","21","0","0","0","0","0","0","0","0","4","0","0","0","79","2","108","21","187",,"0","1","0","0",".166",".209",".248",".247",".294",".043",".247",".245",".240",".249","87.3","22",28,"1",4,4,24,36,28,4,36,"97.304609231","92.8383968",67.4,27.4,20,47.4,52.6,"9","19",50.8,"95",77.8,9.6,"13","116","53","187",72.6,"17","62",49.2,"92",42.8,"80",32.1,43.3,52,28,20,"25",57.8,36,"9",24,"6",24,"6",16,"4","2","1.87","1.87",,"0",,,,"0.69","84.4",,,,,,,,,,,,,,,,,,,,,,,,"27.3"
"Benson, Will","666181","2024","26","43","47","9","1","5","1","2","18","4",38.3,8.5,".209",".512",".277","0.789","0.303",".304","6","23","22","1","2","13","72","27","0","37","2","12","0","0","0","0","2","2","25","5","0","4","9","3","0","0","0","0","0","0","0","1","0","0","30","1","0","0","0","0","1","0","0","5","1","1","0","77","0","122","30","199",,"1","0","0","0",".225",".389",".339",".297",".291",".163",".523",".445",".360",".388","91.7","12.2",40,"4",16,0,32,20,28,4,56,"101.946690769","96.0351472",68.6,28.6,25.8,52,48,"13","25",48.7,"97",85.7,7,"27","123","43","199",71.4,"20","70",51.3,"102",45.2,"90",34.7,47.7,60,24,16,"25",59.6,44,"11",24,"6",32,"8",0,"0",,,,,,,,,,,"2","0","1","0.0","0","0",,"3","3","100.0","3","3","100.0","1","1","100.0","-0.3","-1","-0.2","-1.5","33.2",,,"28.6"
"Taylor, Michael A.","572191","2024","33","36","40","13","10","3","0","0","13","2",32.5,5,".361",".444",".375","0.819","0.083",".520","6","11","16","0","1","7","51","27","0","24","2","11","2","0","0","0","7","2","25","4","0","1","8","2","0","0","0","0","0","0","0","0","0","2","31","0","0","0","0","0","0","0","0","7","1","0","0","53","2","110","31","163",,"0","0","0","0",".294",".464",".357",".352",".334",".170",".515",".507",".520",".454","89.5","3.7",40,"4",16,0,40,4,32,8,44,"102.180545833","95.35890875",67.1,31.6,33.8,61.5,38.5,"16","26",47.5,"77",78.6,8.6,"19","85","53","163",68.4,"18","57",52.5,"85",44.4,"72",41,50.9,44,44,12,"25",62.5,60,"15",12,"3",28,"7",0,"0",,,,,,,,,,,"1","0","1","0.0","0","0",,"1","1","100.0","2","2","100.0","1","1","100.0",,,,,,,,"26.8"
"Buxton, Byron","621439","2024","30","38","41","9","6","3","0","0","13","1",31.7,2.4,".237",".316",".293","0.609","0.079",".360","5","13","12","0","0","10","45","20","0","23","0","10","0","0","0","2","3","1","25","5","0","4","5","4","3","0","0","0","1","0","0","3","0","0","32","0","0","0","0","0","0","0","0","2","0","0","0","50","0","102","32","152",,"0","0","0","0",".236",".319",".279",".274",".292",".083",".370",".363",".360",".359","92","20.7",40,"1",4,8,36,28,24,0,44,"100.293870769","95.21852",73,27.8,35.9,67.9,32.1,"19","28",51.3,"78",71.4,4.6,"18","70","61","152",72.2,"15","54",48.7,"74",43.4,"66",41.5,53.9,52,28,20,"25",70.7,32,"8",20,"5",36,"9",12,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.8"
"Velázquez, Nelson","676369","2024","25","40","43","13","8","3","0","2","15","3",34.9,7,".325",".550",".372","0.922","0.225",".478","6","15","22","0","0","10","63","30","0","21","0","11","2","0","0","0","5","2","25","6","0","6","6","0","0","0","0","0","0","0","0","7","0","0","33","0","0","0","0","0","0","1","0","7","0","0","0","68","0","110","33","178",,"1","0","0","0",".273",".489",".403",".350",".324",".217",".609",".518",".520",".436","91.2","10.5",44,"2",8,16,32,16,24,4,44,"100.861366923","95.0310096",63.5,21.3,31.7,72.7,27.3,"24","33",58.4,"104",86.7,8.4,"17","83","54","178",78.7,"10","47",41.6,"74",42.1,"75",42.5,44.9,44,28,28,"25",60.5,44,"11",32,"8",24,"6",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.9"
"Bryant, Kris","592178","2024","32","40","47","4","3","0","0","1","15","4",31.9,8.5,".100",".175",".234","0.409","0.075",".125","4","30","7","0","0","16","51","28","0","33","5","11","2","0","0","3","2","1","25","1","0","9","8","2","1","0","0","0","0","0","0","4","0","0","31","0","0","0","0","0","0","0","0","3","0","0","0","66","0","125","31","191",,"0","1","0","0",".148",".267",".209",".257",".275",".119",".192",".282",".160",".237","88.9","25",20,"1",4,4,24,44,20,4,36,"97.552385385","93.0485484",67.9,24.5,38.9,59.1,40.9,"26","44",59.2,"113",86.7,7.9,"28","100","54","191",75.5,"13","53",40.8,"78",43.5,"83",40.2,50.8,64,20,16,"25",70.2,40,"10",40,"10",16,"4",4,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.0"
"Garver, Mitch","641598","2024","33","36","40","6","3","3","0","0","12","2",30,5,".167",".250",".225","0.475","0.083",".240","2","18","9","0","0","7","45","39","0","24","2","10","2","0","0","1","3","1","25","2","0","4","6","4","5","0","0","0","0","0","0","10","0","1","19","0","0","0","0","0","0","0","0","1","0","0","0","49","1","109","19","158",,"0","0","0","0",".140",".247",".218",".215",".212",".107",".262",".257",".240",".219","88.2","18.3",40,"1",4,8,16,44,28,0,32,"97.43197","92.9102824",55.8,16.7,30.6,59.1,40.9,"13","22",45.6,"72",50,6.3,"11","73","61","158",83.3,"8","48",54.4,"86",39.2,"62",30,44.3,44,36,20,"25",77.5,36,"9",20,"5",24,"6",20,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.3"
"Winker, Jesse","608385","2024","30","32","43","9","7","2","0","0","7","8",16.3,18.6,".281",".344",".465","0.809","0.063",".360","2","11","11","0","1","9","75","29","0","39","0","11","1","0","0","3","6","1","25","2","0","1","13","0","2","0","0","0","0","0","0","1","0","0","16","0","0","0","0","0","0","0","0","6","1","0","0","81","0","110","16","191",,"0","0","0","0",".248",".375",".390",".382",".440",".127",".355",".342",".360",".317","86.7","6.4",20,"2",8,0,28,4,52,8,28,"97.371349231","92.9160516",55.2,15.5,26.7,34.8,65.2,"8","23",45,"86",63.2,9.9,"22","124","43","191",84.5,"9","58",55,"105",45.5,"87",21,42.4,36,56,8,"25",60.5,76,"19",8,"2",8,"2",8,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.1","-3.8","0.3","-5.6","28.2",,"4.66","25.8"
"Abreu, José","547989","2024","37","37","41","3","3","0","0","0","13","1",31.7,2.4,".081",".081",".146","0.227","0.000",".120","1","26","3","0","0","10","49","28","0","25","4","12","1","0","0","2","2","0","25","1","0","11","6","1","3","0","0","0","1","0","0","0","0","1","26","0","0","0","0","0","0","0","0","4","0","0","0","53","1","109","26","162",,"0","0","0","0",".101",".135",".119",".149",".168",".035",".108",".158",".120",".155","85.1","19.4",28,"0",0,0,12,60,24,4,16,"93.072684615","90.8552072",67.9,30.2,33.3,53.6,46.4,"15","28",51.9,"84",100,6.2,"14","102","39","162",69.8,"16","53",48.1,"78",41.4,"67",38.3,50,20,48,32,"25",63.4,32,"8",44,"11",12,"3",12,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.2"
"Canha, Mark","592192","2024","35","34","43","7","3","2","0","2","9","5",20.9,11.6,".206",".441",".372","0.813","0.235",".217","4","14","15","0","1","7","69","42","0","27","1","11","0","0","0","4","3","1","25","3","0","3","7","6","2","0","0","0","0","0","0","4","0","0","11","0","0","0","0","0","0","0","0","4","0","1","0","76","0","108","11","184",,"0","1","0","0",".248",".433",".370",".378",".405",".186",".377",".391",".280",".337","90.2","14.9",40,"3",12,0,32,28,20,8,48,"100.734394615","95.077942",53.8,14.3,18.3,35.3,64.7,"6","17",50.5,"93",75,6.5,"18","101","50","184",83.7,"7","49",49.5,"91",40.8,"75",19.7,35.9,52,24,24,"25",53.5,40,"10",16,"4",36,"9",8,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.2"
"Outman, James","681546","2024","27","43","49","8","5","1","0","2","17","5",34.7,10.2,".186",".349",".286","0.635","0.163",".250","7","29","15","1","0","19","63","34","0","34","4","13","0","0","0","1","3","2","26","3","0","5","7","6","0","0","0","0","2","0","0","0","0","0","27","1","0","0","0","0","0","0","0","4","0","0","0","67","0","127","27","194",,"0","0","0","0",".209",".374",".290",".304",".306",".165",".383",".408",".308",".346","87.3","5.9",46.2,"2",7.7,19.2,19.2,19.2,26.9,7.7,42.3,"101.492943846","94.746471923",68.4,23.9,27.1,65.4,34.6,"17","26",49.5,"96",68.8,8.2,"26","100","65","194",76.1,"16","67",50.5,"98",44.3,"86",35.5,47.9,61.5,26.9,11.5,"26",69.4,38.5,"10",26.9,"7",34.6,"9",0,"0",,,,,,,,,,,"0","0","1","0.0","0","0",,"0","0",,"1","1","100.0","1","1","100.0",,,,,,,,"27.8"
"Rafaela, Ceddanne","678882","2024","23","37","42","7","4","1","2","0","13","2",31,4.8,".189",".324",".238","0.562","0.135",".269","5","18","12","1","1","7","37","19","0","34","6","13","0","0","0","1","0","2","26","5","0","4","9","2","4","0","0","0","2","0","0","0","0","2","24","1","0","0","0","0","0","0","0","6","1","0","0","42","2","111","24","153",,"0","0","0","0",".199",".282",".245",".235",".249",".083",".313",".296",".269",".287","83.2","17.8",42.3,"1",3.8,0,26.9,30.8,26.9,11.5,15.4,"93.395953077","90.825728",74.3,32.7,46.8,37.8,62.2,"14","37",51.6,"79",72.7,7.2,"25","70","46","153",67.3,"18","55",48.4,"74",39.2,"60",34.8,60.1,38.5,23.1,38.5,"26",73.8,34.6,"9",23.1,"6",26.9,"7",15.4,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.8"
"Langeliers, Shea","669127","2024","26","36","40","8","4","0","0","4","11","2",27.5,5,".222",".556",".275","0.831","0.334",".182","7","16","20","1","0","7","49","27","0","19","6","12","1","0","0","1","3","4","26","1","0","5","5","4","3","0","0","0","0","0","0","0","0","1","20","1","0","0","0","0","0","0","0","4","0","0","0","55","1","98","20","153",,"0","0","0","0",".258",".624",".352",".389",".310",".367",".459",".515",".308",".362","89","18.1",50,"5",19.2,0,26.9,30.8,15.4,7.7,46.2,"100.872832308","94.947735",64.6,23.8,33,55.2,44.8,"16","29",57.5,"88",60,6.5,"22","72","54","153",76.2,"10","42",42.5,"65",39.9,"61",36.6,46.4,50,30.8,19.2,"26",72.5,30.8,"8",34.6,"9",23.1,"6",11.5,"3","9","1.86","1.87","1.84","0",,,,"0.63","86.6",,,,,,,,,,,,,,,,,,,,,,,,"27.4"
"Correa, Carlos","621043","2024","29","34","42","11","8","2","0","1","8","8",19,19,".324",".471",".452","0.923","0.147",".400","4","12","16","0","0","9","66","28","0","30","2","10","0","0","0","0","3","1","26","7","0","5","6","4","0","0","0","0","0","0","0","0","0","0","17","0","0","0","1","0","0","0","0","5","0","0","0","69","0","103","17","172",,"0","0","0","0",".319",".510",".417",".421",".449",".191",".456",".463",".423",".417","91.3","5.9",50,"1",3.8,11.5,34.6,15.4,34.6,0,50,"103.598193077","96.293165385",66.7,21.2,24.5,34.8,65.2,"8","23",54.7,"94",71.4,4.1,"20","82","62","172",78.8,"11","52",45.3,"78",36,"62",25.3,43.6,38.5,38.5,23.1,"26",64.3,34.6,"9",23.1,"6",42.3,"11",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.9"
"Butler, Lawrence","671732","2024","23","36","42","5","3","2","0","0","9","6",21.4,14.3,".139",".194",".262","0.456","0.055",".185","0","14","7","0","1","8","64","29","0","23","2","12","1","0","0","0","1","0","27","4","0","8","11","0","3","0","0","0","1","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","1","0","0","66","0","106","25","172",,"0","0","0","0",".251",".475",".226",".363",".358",".224",".195",".407",".185",".334","94.2","14",22.2,"3",11.1,0,25.9,29.6,33.3,0,48.1,"101.319812857","95.676172963",68.7,31.6,22.5,45,55,"9","20",51.7,"89",69.2,7.6,"38","86","43","172",68.4,"18","57",48.3,"83",48.8,"84",35.1,44.8,29.6,51.9,18.5,"27",64.3,44.4,"12",29.6,"8",14.8,"4",11.1,"3",,,,,,,,,,,"1","0","3","0.0","1","2","50.0","0","0",,"1","1","100.0","1","1","100.0","1.4","1.5","-0.4","2.5","37.8",,,"26.4"
"Walker, Jordan","691023","2024","22","37","42","6","3","3","0","0","11","4",26.2,9.5,".162",".243",".238","0.481","0.081",".222","2","12","9","0","0","5","53","13","0","38","1","11","2","0","0","0","4","1","27","1","0","5","12","3","1","0","0","0","1","0","0","0","0","1","21","0","0","0","0","0","0","0","0","2","0","0","0","53","1","100","21","153",,"0","0","0","0",".248",".367",".223",".305",".316",".119",".243",".369",".222",".344","93.7","10",29.6,"2",7.4,0,29.6,25.9,37,0,44.4,"101.911787857","95.865052222",84.2,14.1,29.9,56.5,43.5,"13","23",50.3,"77",75,5.2,"12","80","34","153",85.9,"9","64",49.7,"76",37.3,"57",25.3,56.9,44.4,37,18.5,"27",61.9,59.3,"16",22.2,"6",14.8,"4",3.7,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.0"
"Brown, Seth","664913","2024","31","40","44","7","5","1","0","1","13","4",29.5,9.1,".175",".275",".250","0.525","0.100",".231","4","18","11","1","0","11","58","24","0","26","0","13","1","0","0","0","0","2","27","5","0","8","7","3","2","0","0","0","0","0","0","1","0","0","23","1","0","0","0","0","0","0","0","2","0","0","0","62","0","101","23","163",,"0","0","0","0",".210",".344",".243",".277",".282",".134",".292",".347",".259",".311","86","20.2",48.1,"2",7.4,11.1,14.8,37,25.9,3.7,37,"97.708459286","93.153389259",68.1,12.8,31.9,60,40,"18","30",57.7,"94",80,6.1,"35","87","39","163",87.2,"6","47",42.3,"69",37.4,"61",31.2,47.2,33.3,37,29.6,"27",50,25.9,"7",37,"10",29.6,"8",7.4,"2",,,,,,,,,,,"0","0","4","0.0","0","0",,"1","2","50.0","2","2","100.0","1","1","100.0","-0.1","-0.3","-1.2","-1.7","31",,,"27.1"
"Chourio, Jackson","694192","2024","20","39","43","11","8","1","0","2","13","3",30.2,7,".282",".462",".326","0.788","0.180",".360","9","16","18","0","2","12","41","31","0","20","2","10","0","0","0","0","6","3","27","2","0","6","8","0","2","0","0","0","0","0","0","0","0","1","21","0","0","0","0","0","0","0","0","5","2","0","0","46","1","101","21","147",,"0","0","0","0",".179",".316",".344",".241",".233",".137",".469",".305",".407",".260","83.3","9.7",25.9,"3",11.1,3.7,11.1,25.9,44.4,3.7,29.6,"95.015311429","91.807331481",60.6,16.3,35.5,59.3,40.7,"16","27",51.7,"76",71.4,9.5,"13","80","48","147",83.7,"7","43",48.3,"71",40.1,"59",32.9,47.6,29.6,37,33.3,"27",62.8,51.9,"14",33.3,"9",7.4,"2",7.4,"2",,,,,,,,,,,"2","0","1","0.0","1","1","100.0","2","2","100.0","1","1","100.0","4","4","100.0","2.7","0.9","-0.7","2.9","36.2","4","4.25","27.5"
"De La Cruz, Elly","682829","2024","22","44","48","14","6","4","1","3","17","3",35.4,6.3,".318",".659",".375","1.034","0.341",".458","7","14","29","1","6","8","58","35","0","26","0","12","1","0","0","1","6","1","27","7","0","1","11","1","0","0","0","0","0","0","0","0","0","0","25","1","0","0","0","0","0","0","0","13","2","4","0","61","0","119","25","180",,"0","3","0","0",".244",".453",".443",".328",".307",".209",".681",".478",".519",".398","93.1","-0.5",33.3,"4",14.8,7.4,11.1,7.4,55.6,3.7,51.9,"103.511203846","96.617324231",60.5,23.1,34,50,50,"16","32",52.2,"94",90.9,6.1,"28","96","43","180",71.2,"12","52",47.8,"86",40,"72",33.3,46.7,44.4,40.7,14.8,"27",72.9,63,"17",7.4,"2",29.6,"8",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,"29.9"
"Stanton, Giancarlo","519317","2024","34","43","45","11","4","3","0","4","16","2",35.6,4.4,".256",".605",".289","0.894","0.349",".304","8","23","26","0","0","10","45","30","0","32","1","11","1","0","0","0","2","3","27","6","0","4","9","2","1","0","0","0","0","0","0","11","0","0","25","0","0","0","0","0","0","0","0","7","0","0","0","51","0","117","25","168",,"0","0","0","0",".264",".554",".382",".359",".296",".291",".584",".547",".407",".420","93.5","7.2",37,"5",18.5,11.1,18.5,14.8,33.3,3.7,51.9,"105.113463571","97.583308889",60.5,24.5,43.7,42.1,57.9,"16","38",51.8,"87",66.7,3.6,"15","91","56","168",75.5,"12","49",48.2,"81",47,"79",32.2,51.8,55.6,18.5,25.9,"27",68.9,40.7,"11",25.9,"7",29.6,"8",3.7,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.7"
"Neto, Zach","687263","2024","23","39","41","8","6","2","0","0","12","2",29.3,4.9,".205",".256",".244","0.500","0.051",".296","5","17","10","2","1","11","35","20","0","35","1","11","0","0","0","0","3","1","27","4","0","5","10","2","2","0","0","0","1","0","0","0","0","0","20","2","0","0","0","0","1","0","0","1","1","0","0","44","0","106","20","150",,"1","0","0","0",".209",".348",".229",".259",".248",".139",".295",".341",".296",".302","87.6","10.4",29.6,"1",3.7,14.8,33.3,14.8,29.6,3.7,37,"98.964820714","93.697492593",75.4,15.4,42,41.2,52.9,"14","34",54,"81",100,5.3,"14","73","37","150",84.6,"8","52",46,"69",42.7,"64",25.6,57.3,40.7,37,22.2,"27",68.3,48.1,"13",22.2,"6",22.2,"6",7.4,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.5"
